,Fname,Lname,Dept,rating_class,total_Ratings,overall_rating
1624,Cassini,Nazir,Arts & Technology,good,11,4.3
1625,Hoyt,Neal,Music,average,4,3.4
1626,Bill,Neal,Education,good,2,5.0
1627,Angela,Neal,Finance,zero,0,N/A
1628,Robert,Nelson,Education,good,20,4.5
1629,Brianni,Nelson,Arts  Technology,good,2,5.0
1630,Lim,Nelson,Computer Science,average,3,3.0
1631,Jackie,Nelson,Behavioral Sciences,good,41,4.2
1632,Rabih,Neouchi,Computer Science,good,1,4.0
1633,Sissi,Nermine,Mathematics,good,1,5.0
1634,Yelizaveta,Nersesova,Arts & Humanities,average,3,2.5
1635,Lorin,Netsch,Electrical Engineering,good,2,5.0
1636,Laurel,Neustadter,Mathematics,good,1,4.0
1637,Rebecca,Newcomb,Business Communications,poor,21,2.5
1638,Gregory,Newman,Computer Science,poor,1,1.0
1639,Yu,Ng,Computer Science,zero,0,N/A
1640,Vincent,Ng,Computer Science,good,26,3.8
1641,Hien,Nguyen,Chemistry,good,19,3.6
1642,Huy,Nguyen,Business,good,1,5.0
1643,Hien,Nguyen,Economics,zero,0,N/A
1644,Josef,Nguyen,Arts & Technology,good,5,5.0
1645,Tuoc,Nguyen,Arts amp Technology,poor,1,1.0
1646,Thuan,Nguyen,Management,good,14,3.9
1647,Mylinh,Nguyen,Mathematics,average,37,3.3
1648,Tien,Nguyen,Computer Science,poor,10,1.1
1649,My Linh,Nguyen,Mathematics,good,48,4.1
1650,Nhut,Nguyen,Computer Science,average,132,2.7
1651,Allene,Nichols,Arts & Humanities,good,7,3.5
1652,Paul,Nichols,Business,good,12,4.5
1653,Michelle,Nickerson,History,good,12,3.5
1654,Cheng,Nie,Business,good,4,5.0
1655,Steven,Nielsen,Chemistry,good,25,4.6
1656,Christina,Nielsen,Arts & Technology,good,4,4.8
1657,Tooraj,Nikoubin,Electrical Engineering,poor,25,2.1
1658,Shun-Chen,Niu,Statistics,average,1,3.0
1659,Rebekah,Nix,Education,zero,0,N/A
1660,Canan,Mutlu,Management,good,3,5.0
1661,Sunay,Mutlu,Accounting,good,5,4.2
1662,Kathleen,Myers,Engineering,good,20,3.8
1663,Robin,Myrick,Writing,good,3,4.0
1664,Jinkyung,NA,Psychology,good,9,3.8
1665,Timothy,Nadhomi,Mathematics,zero,0,N/A
1666,Mihai,Nadin,Arts  Technology,zero,0,N/A
1667,Anurag,Nagar,Computer Science,good,43,4.2
1668,Padmakumar,Nair,Social Science,good,10,4.4
1669,Mofid,Nakhaei,Operations Management,average,18,3.3
1670,Hyun-Joo,Nam,Engineering,good,2,4.5
1671,Won,Namgoong,Electrical Engineering,poor,12,2.3
1672,Aidin,Namin,Marketing,good,9,4.8
1673,Vikram,Nanda,Finance,poor,5,2.0
1674,Syed,Naqvi,Interdisciplinary Studies,good,27,4.2
1675,Prithi,Narasimhan,Information Science,average,43,3.4
1676,Ravishankar,Narayan,Information Science,poor,41,1.8
1677,Ravishankar,Narayan,Business,good,2,4.0
1678,Priya,Narayanasami,Computer Science,poor,15,2.3
1679,Chelsey,Narvey,Criminal Justice,good,1,5.0
1680,Jong-Min,OH,Finance,zero,0,N/A
1681,Young,Oh,Mathematics,average,1,2.5
1682,Tomoki,Ohsawa,Mathematics,good,18,3.6
1683,Chidike,Okeem,Criminal Justice,good,3,4.7
1684,Ekpe,Okorafor,Computer Science,zero,0,N/A
1685,Adam,Okulicz-Kozaryn,Political Science,average,1,2.5
1686,Ebenezer,Oladimeji,Computer Science,good,19,4.0
1687,John,Oldow,Geology,average,4,2.6
1688,Stephanie,Oliver,Film,good,3,4.3
1689,Agnieszka,Olsztynska,Management,average,10,3.0
1690,Jalal,Omer,Computer Science,average,4,3.0
1691,Fenny,Omobolanle,Criminal Justice,poor,4,1.2
1692,Kara,Oropallo,Arts amp Technology,good,12,4.3
1693,Erin,Orrick,Criminal Justice,good,1,5.0
1694,Erika,Orrick,Behavioral Sciences,poor,8,2.4
1695,Kimberley,Orsten Hooge,Psychology,good,10,4.8
1696,Alice,Otoole,Psychology,poor,11,2.3
1697,Lynette,Ott,Rhetoric,good,1,5.0
1698,Jessica,Ouyang,Computer Science,poor,37,2.3
1699,Hui,Ouyang,Engineering,good,17,4.1
1700,Lawrence,Overzet,Engineering,good,6,4.3
1701,Morris,Owens,Health Science,good,1,4.5
1702,Dawn,Owens,Business,good,42,3.5
1703,Sean,Owens,Information Science,good,20,4.9
1704,Misty,Owens,Arts  Humanities,average,12,3.4
1705,Greg,Ozbirn,Computer Science,good,137,4.0
1706,Dicle,Ozdemir,Information Science,good,1,4.0
1707,Brand,Oze,Engineering,zero,0,N/A
1708,Naim,Ozel,Accounting,good,8,4.5
1709,Ozalp,Ozer,Management,good,13,4.3
1710,Marina,Ozernov,History,zero,0,N/A
1711,Turgut,Ozkan,Statistics,average,1,3.0
1712,Zsuzsanna,Ozsvath,Literature,good,9,3.9
1713,Istvan,Ozsvath,Mathematics,poor,3,1.8
1714,Betty,Pace,Biology,zero,0,N/A
1715,Daniel,Pacheco,Psychology,average,5,3.4
1716,Sandra ,Pacyna,Marketing,good,42,3.8
1717,Ramesh,Padmanabhan,Biology,poor,44,1.5
1718,Antonio,Paes,Business,zero,0,N/A
1719,Ivor,Page,Computer Science,good,33,3.7
1720,Hui,Ouyang,Engineering,good,18,4.1
1721,Jessica,Ouyang,Computer Science,poor,38,2.3
1722,Lawrence,Overzet,Engineering,good,6,4.3
1723,Morris,Owens,Health Science,good,1,4.5
1724,Sean,Owens,Information Science,good,20,4.9
1725,Misty,Owens,Arts  Humanities,average,12,3.4
1726,Dawn,Owens,Business,average,45,3.3
1727,Greg,Ozbirn,Computer Science,good,145,4.0
1728,Dicle,Ozdemir,Information Science,good,3,4.7
1729,Brand,Oze,Engineering,zero,0,N/A
1730,Naim,Ozel,Accounting,good,8,4.5
1731,Ozalp,Ozer,Management,good,13,4.3
1732,Marina,Ozernov,History,zero,0,N/A
1733,Turgut,Ozkan,Statistics,average,1,3.0
1734,Zsuzsanna,Ozsvath,Literature,good,9,3.9
1735,Istvan,Ozsvath,Mathematics,poor,3,1.8
1736,Betty,Pace,Biology,zero,0,N/A
1737,Daniel,Pacheco,Psychology,average,5,3.4
1738,Sandra ,Pacyna,Marketing,good,43,3.8
1739,Ramesh,Padmanabhan,Biology,poor,44,1.5
1740,Yeonjae,Park,Criminal Justice,good,3,4.0
1741,Teresa,Parker,Education,good,4,4.4
1742,Angela,Parker,Arts & Humanities,good,3,4.5
1743,Misty,Parker,Social Science,good,20,4.4
1744,Jason,Parker,Economics,average,50,3.5
1745,David,Parks,Business,poor,17,1.6
1746,Erick,Parolin,Computer Science,zero,0,N/A
1747,David,Parry,Arts & Technology,good,8,4.9
1748,Catherine,Parsoneault,Music,average,8,2.5
1749,Julie,Parsons,Psychology,good,3,3.7
1750,Sunil,Parupati,Accounting,zero,0,N/A
1751,Jetal,Patel,Ethnic Studies,good,3,3.7
1752,Jigar,Patel,Mathematics,good,81,4.8
1753,Jigarkumar,Patel,Mathematics,good,9,4.3
1754,Jogen,Pathak,Computer Science,zero,0,N/A
1755,Daniel,Patiño,Accounting,zero,0,N/A
1756,Stephen,Patino,Arts & Technology,good,2,5.0
1757,Gina,Patterson,Physical Education,good,8,4.6
1758,David,Patterson,Humanities,zero,0,N/A
1759,Raum,Pattikonda,Computer Science,good,4,3.5
1760,Jiyoung,Park,Behavioral Sciences,average,8,3.4
1761,Bo Kyung,Park,Psychology,average,8,2.5
1762,Yeonjae,Park,Criminal Justice,good,3,4.0
1763,Teresa,Parker,Education,good,4,4.4
1764,Angela,Parker,Arts & Humanities,good,3,4.5
1765,Misty,Parker,Social Science,good,30,4.7
1766,Jason,Parker,Economics,average,50,3.5
1767,David,Parks,Business,poor,17,1.6
1768,Erick,Parolin,Computer Science,zero,0,N/A
1769,David,Parry,Arts & Technology,good,8,4.9
1770,Catherine,Parsoneault,Music,average,8,2.5
1771,Julie,Parsons,Psychology,good,3,3.7
1772,Sunil,Parupati,Accounting,zero,0,N/A
1773,Jetal,Patel,Ethnic Studies,good,3,3.7
1774,Jigarkumar,Patel,Mathematics,good,11,4.0
1775,Jigar,Patel,Mathematics,good,85,4.8
1776,Jogen,Pathak,Computer Science,good,2,4.5
1777,Daniel,Patiño,Accounting,zero,0,N/A
1778,Stephen,Patino,Arts & Technology,good,2,5.0
1779,Gina,Patterson,Physical Education,good,8,4.6
1780,Turgut,Ozkan,Statistics,average,1,3.0
1781,Zsuzsanna,Ozsvath,Literature,good,9,3.9
1782,Istvan,Ozsvath,Mathematics,poor,3,1.8
1783,Betty,Pace,Biology,zero,0,N/A
1784,Daniel,Pacheco,Psychology,average,5,3.4
1785,Sandra ,Pacyna,Marketing,good,43,3.8
1786,Ramesh,Padmanabhan,Biology,poor,44,1.5
1787,Antonio,Paes,Business,zero,0,N/A
1788,Ivor,Page,Computer Science,good,34,3.7
1789,Parneet,Pahwa,Marketing,good,49,3.6
1790,Jonathan,Palant,Music,good,15,3.5
1791,Kelli,Palmer,Biology,good,5,4.8
1792,Marcy,Palmer,Arts & Technology,good,3,4.0
1793,Jing,Pan,Biology,good,10,4.1
1794,Issa,Panahi,Engineering,average,36,2.7
1795,Samitha,Panangala,Chemistry,poor,4,1.7
1796,Nimanka,Panapitiya,Chemistry,good,73,4.5
1797,Naresh,Pandey,Business,good,10,5.0
1798,Thiru,Pandian,Management,good,14,4.0
1799,Wenjin,Pang,Accounting,average,6,2.7
1800,Neall,Pogue,Undergraduate Studies,good,28,3.8
1801,Stephanie,Poindexter Swaim,Accounting,good,17,3.9
1802,Todd,Polk,Engineering,good,4,5.0
1803,Peyton,Polk,Physics,zero,0,N/A
1804,Elmer,Polk,Criminal Justice,good,47,4.5
1805,Nataliya,Polkovnichenko,Business,good,2,4.8
1806,Valery,Polkovnichenko,Finance,good,2,5.0
1807,Matthew,Polze,Business,good,9,5.0
1808,Matt,Polze,Business,good,278,4.8
1809,John,Pomara,Arts amp Technology,zero,0,N/A
1810,Jonathan,Popa,Mathematics,zero,0,N/A
1811,Yolanda,Porter,Undergraduate Studies,good,1,5.0
1812,Benjamin,Porter,Engineering,good,4,5.0
1813,Jesse,Poucher,Psychology,good,7,4.7
1814,Siavash,Pourkamali,Electrical Engineering,good,12,3.6
1815,Zachary,Powell,Criminal Justice,poor,3,2.3
1816,Katharine,Powers,Speech & Language Pathology,average,27,2.7
1817,Balakrishnan,Prabhakaran,Computer Science,poor,8,2.1
1818,Debjeet,Pradhan,Accounting,poor,6,2.2
1819,Karen,Prager,Psychology,average,53,2.9
1820,Ravi,Prakash,Computer Science,good,33,4.2
1821,Shalini,Prasad,Engineering,good,2,3.5
1822,Ashutosh,Prasad,Marketing,average,10,2.8
1823,Forrest,Pratt,Engineering,zero,0,N/A
1824,Theodore,Price,Neuroscience,good,18,4.1
1825,Rene,Prieto,Arts  Humanities,good,1,3.5
1826,Rene,Prieto,Literature,average,10,3.5
1827,Michelle,Prudhomme-Coleman,Business Communications,average,4,2.5
1828,Ignacio,Pujana,Geology,average,115,3.1
1829,Anyan,Qi,Operations Management,good,48,4.8
1830,Dong,Qian,Engineering,good,6,4.3
1831,Cuili,Qian,International Business,good,11,3.6
1832,Kun,Qian,Business,good,5,4.2
1833,Hong,Qin,Finance,poor,1,1.0
1834,Zhenpeng,Qin,Engineering,good,3,4.0
1835,Yanping,Qin,Chemistry,good,26,3.6
1836,Fang,Qiu,Geography,poor,1,1.0
1837,Ye,Qiu,Marketing,average,1,3.0
1838,Ying,Quan,Accounting,good,4,4.8
1839,Manuel,Quevedo-Lopez,Engineering,zero,0,N/A
1840,Clint,Peinhardt,Political Science,good,24,4.0
1841,Kaloyan,Penev,Physics,average,21,2.5
1842,Mike,Peng,Management,good,16,4.4
1843,Luis,Pereira,Mathematics,average,17,2.6
1844,Sandun,Perera,Operations Management,good,15,4.6
1845,Jerry,Perez,Business,average,5,2.8
1846,Crystal,Perkins,Accounting,good,2,5.0
1847,Stephen,Perkins,Computer Science,good,66,3.8
1848,Linda,Perrotti,Psychology,poor,5,1.0
1849,Christopher,Perry,Information Science,zero,0,N/A
1850,William,Pervin,Electrical Engineering,average,10,2.8
1851,Erik,Peterson,Computer Science,good,14,4.5
1852,Peter,Petrik,Business,zero,0,N/A
1853,Lucy ,Petrovic,Arts  Technology,poor,2,2.2
1854,Lucy,Petrovich,Arts & Humanities,good,1,4.0
1855,Ryan,Pettengill,History,good,33,4.9
1856,Jeffrey,Pettineo,English,good,2,4.8
1857,John,Petty,Film,poor,39,2.4
1858,Debra,Pfister,History,good,29,4.2
1859,Joseph,Picken,Business,average,4,2.5
1860,Jared,Pickens,Business,good,27,4.7
1861,Jared,Pickens,Finance,average,2,3.0
1862,Elizabeth,Pickett,Biology,good,28,4.1
1863,Amy,Pinkham,Behavioral Sciences,good,27,4.0
1864,Jedson,Pinto,Accounting,good,3,5.0
1865,Nicole,Piquero,Criminal Justice,good,2,5.0
1866,Mortaza,Pirouz,Geology,good,1,4.0
1867,Bonnie,Pitman,Art History,good,1,5.0
1868,Anna,Pittman,Arts & Humanities,poor,1,2.0
1869,Jeanne,Pitz,Electrical Engineering,poor,15,2.0
1870,Jonathan,Ploski,Neuroscience,good,8,4.3
1871,Neall,Pogue,Undergraduate Studies,good,28,3.8
1872,Stephanie,Poindexter Swaim,Accounting,good,17,3.9
1873,Todd,Polk,Engineering,good,4,5.0
1874,Peyton,Polk,Physics,zero,0,N/A
1875,Elmer,Polk,Criminal Justice,good,48,4.5
1876,Nataliya,Polkovnichenko,Business,good,2,4.8
1877,Valery,Polkovnichenko,Finance,good,2,5.0
1878,Matt,Polze,Business,good,279,4.8
1879,Matthew,Polze,Business,good,14,5.0
1880,John,Pomara,Arts amp Technology,zero,0,N/A
1881,Jonathan,Popa,Mathematics,zero,0,N/A
1882,Yolanda,Porter,Undergraduate Studies,good,1,5.0
1883,Benjamin,Porter,Engineering,good,6,5.0
1884,Jesse,Poucher,Psychology,good,10,4.3
1885,Siavash,Pourkamali,Electrical Engineering,good,12,3.6
1886,Zachary,Powell,Criminal Justice,poor,3,2.3
1887,Katharine,Powers,Speech & Language Pathology,average,28,2.7
1888,Balakrishnan,Prabhakaran,Computer Science,poor,8,2.1
1889,Debjeet,Pradhan,Accounting,poor,6,2.2
1890,Karen,Prager,Psychology,average,54,2.9
1891,Ravi,Prakash,Computer Science,good,48,3.8
1892,Shalini,Prasad,Engineering,good,2,3.5
1893,Ashutosh,Prasad,Marketing,average,10,2.8
1894,Forrest,Pratt,Engineering,zero,0,N/A
1895,Theodore,Price,Neuroscience,good,18,4.1
1896,Rene,Prieto,Arts  Humanities,good,1,3.5
1897,Rene,Prieto,Literature,average,11,3.3
1898,Michelle,Prudhomme-Coleman,Business Communications,poor,10,1.9
1899,Ignacio,Pujana,Geology,average,118,3.1
1900,Anyan,Qi,Operations Management,good,49,4.8
1901,Dong,Qian,Engineering,good,6,4.3
1902,Kun,Qian,Business,good,5,4.2
1903,Cuili,Qian,International Business,average,13,3.2
1904,Hong,Qin,Finance,poor,1,1.0
1905,Zhenpeng,Qin,Engineering,good,3,4.0
1906,Yanping,Qin,Chemistry,good,27,3.7
1907,Fang,Qiu,Geography,poor,1,1.0
1908,Ye,Qiu,Marketing,average,1,3.0
1909,Zihao,Qu,Operations Management,poor,1,1.0
1910,Ying,Quan,Accounting,good,4,4.8
1911,Manuel,Quevedo-Lopez,Engineering,zero,0,N/A
1912,Md. Fazle,Rabbi,Political Science,good,3,4.0
1913,Stephen,Rabe,History,good,5,3.9
1914,Siham,Raboune,Neuroscience,good,38,4.3
1915,Dmitry,Rachinskiy,Mathematics,good,27,4.2
1916,Suresh,Radhakrishnan,Business,good,13,4.2
1917,Ahmed,Rafi,Political Science,zero,0,N/A
1918,Balaji,Raghavachari,Computer Science,good,47,4.6
1919,Srinivasan,Raghunathan,Business,good,25,3.7
1920,Clay,Reynolds,Literature,good,5,4.3
1921,Erik,Reynolds,Engineering,zero,0,N/A
1922,Clay,Reynolds,Writing,zero,0,N/A
1923,David,Rheams,Arts amp Technology,good,1,5.0
1924,Thomas,Riccio,Theater,average,12,3.3
1925,David,Rice,Mathematics,average,16,3.4
1926,Orlando,Richard,Business,average,22,2.8
1927,James,Richards,Finance,good,18,3.9
1928,Jim,Richards,Business,good,1,5.0
1929,Debra,Richardson,Management,good,16,3.9
1930,Brian,Ricks,Computer Science,zero,0,N/A
1931,Dave,Rigdon,Psychology,good,10,4.5
1932,Kristin,Riley,Rhetoric,good,21,4.4
1933,Richard,Riner,Criminal Justice,good,1,4.0
1934,Natalie,Ring,History,average,17,2.5
1935,Oziel,Rios,Engineering,average,44,3.3
1936,Ignacio,Rios Uribe,Business,good,9,4.6
1937,Scott,Rippel,Biology,average,52,3.1
1938,David,Ritchey,Business,good,108,4.6
1939,Kemberly,Ritchey,Business,average,12,3.5
1940,Mark,Rosen,Art History,good,19,4.0
1941,Tara,Rowe,History,zero,0,N/A
1942,Akash,Roy,Mathematics,good,4,5.0
1943,Calvin,Royall,Theater,poor,3,2.0
1944,Jun,RU,Business,good,5,4.7
1945,Hilda,Ruch,Psychology,good,2,4.8
1946,Michael,Rugg,Behavioral Sciences,average,2,2.8
1947,Elizabeth,Rugg,Biology,zero,0,N/A
1948,Holly,Ruhl,Psychology,good,7,3.8
1949,Sukanya,Rukphanichmanee,Accounting,zero,0,N/A
1950,Nicholas,Ruozzi,Computer Science,good,16,4.0
1951,Anin,Rupp,Finance,zero,0,N/A
1952,Katrina,Rushing,Music,zero,0,N/A
1953,Justin,Ruths,Engineering,average,18,2.9
1954,Christopher,Ryan,Communication,good,11,4.2
1955,Bart,Rypma,Neuroscience,good,19,3.7
1956,Ill,Ryu,Engineering,poor,10,1.7
1957,Young,Ryu,Computer Science,average,17,3.3
1958,Ricardo,Saad,Electrical Engineering,average,45,3.1
1959,Ricardo,SaadP,Electrical Engineering,zero,0,N/A
1960,Terje,Saar-Hambazaza,Arts & Humanities,good,8,4.6
1961,Monica,Saba,Fine Arts,good,12,3.8
1962,Mark,Saber,Criminal Justice,average,15,3.0
1963,Meghna,Sabharwal,Public Policy,good,1,5.0
1964,Muhammad,Sabir,Information Science,poor,10,2.2
1965,Ehap,Sabri,Operations Management,good,1,5.0
1966,Silvia,Saccon,Mathematics,poor,19,1.5
1967,Arlene,Sachs,Philosophy,good,12,3.8
1968,Arlene,Sachs,Psychology,good,1,4.5
1969,Eva,Sadat,Biology,good,5,5.0
1970,Gil,Sadka,Accounting,good,15,4.4
1971,Farshad,Sadri,Philosophy,good,5,4.6
1972,Kashif,Saeed,Information Science,good,44,4.2
1973,Neda,Saeedloei,Computer Science,poor,4,1.8
1974,Ghazal,Saeidfar,Rhetoric,poor,1,2.0
1975,Michael,Saenz,Communication,good,5,4.6
1976,Stacey,Said,Business Communications,zero,0,N/A
1977,Danish,Saifee,Management,average,8,2.6
1978,Reza,Sajjadi,Operations Management,poor,5,1.4
1979,Trent,Sakakini,Engineering,good,5,4.8
1980,Ill,Ryu,Engineering,poor,10,1.7
1981,Young,Ryu,Computer Science,average,20,3.3
1982,Ricardo,Saad,Electrical Engineering,average,45,3.1
1983,Ricardo,SaadP,Electrical Engineering,zero,0,N/A
1984,Terje,Saar-Hambazaza,Arts & Humanities,good,8,4.6
1985,Monica,Saba,Fine Arts,good,12,3.8
1986,Mark,Saber,Criminal Justice,average,15,3.0
1987,Meghna,Sabharwal,Public Policy,good,1,5.0
1988,Muhammad,Sabir,Information Science,poor,10,2.2
1989,Ehap,Sabri,Operations Management,good,1,5.0
1990,Silvia,Saccon,Mathematics,poor,19,1.5
1991,Arlene,Sachs,Philosophy,good,12,3.8
1992,Arlene,Sachs,Psychology,good,1,4.5
1993,Eva,Sadat,Biology,good,6,4.5
1994,Gil,Sadka,Accounting,good,15,4.4
1995,Farshad,Sadri,Philosophy,good,5,4.6
1996,Kashif,Saeed,Information Science,good,44,4.2
1997,Neda,Saeedloei,Computer Science,poor,4,1.8
1998,Ghazal,Saeidfar,Rhetoric,poor,1,2.0
1999,Michael,Saenz,Communication,good,5,4.6
2000,Sailakshmi,Santhanakrishnan,Information Science,good,1,4.0
2001,Lauren,Santoro,Political Science,average,28,3.4
2002,John,Santrock,Psychology,average,65,3.1
2003,Ilya,Sapozhnikov,Science,average,95,2.6
2004,Mohammad,Saquib,Engineering,good,34,4.2
2005,Kamil,Sarac,Computer Science,good,21,4.1
2006,Subha,Sarcar,Biology,poor,30,2.4
2007,Alessio,Saretto,Finance,average,8,3.3
2008,Sumit,Sarkar,Information Science,poor,14,2.5
2009,Noah,Sasson,Psychology,good,65,4.7
2010,Meghana,Satpute,Computer Science,average,27,2.7
2011,Steve,Sauerwald,Business,good,7,5.0
2012,Alan,Sauter,Mathematics,good,10,4.6
2013,Carroll Clayton,Savant,English,good,6,4.5
2014,Ryan,Savard,Health Science,good,10,4.1
2015,Jeff,Savitz,Marketing,good,4,4.0
2016,Michael,Savoie,Business,good,30,4.7
2017,Deborah,Scally,Arts & Humanities,average,4,3.3
2018,Shannon,Schaffer,Rhetoric,zero,0,N/A
2019,Guido,Schauer,Psychology,good,3,4.8
2020,Tara,Rowe,History,zero,0,N/A
2021,Akash,Roy,Mathematics,good,4,5.0
2022,Sushmita,Roy,Mathematics,good,1,5.0
2023,Calvin,Royall,Theater,poor,3,2.0
2024,Jun,RU,Business,good,5,4.7
2025,Hilda,Ruch,Psychology,good,2,4.8
2026,Michael,Rugg,Behavioral Sciences,average,2,2.8
2027,Elizabeth,Rugg,Biology,zero,0,N/A
2028,Holly,Ruhl,Psychology,good,7,3.8
2029,Sukanya,Rukphanichmanee,Accounting,zero,0,N/A
2030,Nicholas,Ruozzi,Computer Science,good,16,4.0
2031,Anin,Rupp,Finance,zero,0,N/A
2032,Katrina,Rushing,Music,zero,0,N/A
2033,Justin,Ruths,Engineering,average,18,2.9
2034,Christopher,Ryan,Communication,average,19,3.0
2035,Bart,Rypma,Neuroscience,good,19,3.7
2036,Ill,Ryu,Engineering,poor,10,1.7
2037,Young,Ryu,Computer Science,average,20,3.3
2038,Ricardo,Saad,Electrical Engineering,average,45,3.1
2039,Ricardo,SaadP,Electrical Engineering,zero,0,N/A
2040,Terje,Saar-Hambazaza,Arts & Humanities,good,8,4.6
2041,Monica,Saba,Fine Arts,good,12,3.8
2042,Mark,Saber,Criminal Justice,average,15,3.0
2043,Meghna,Sabharwal,Public Policy,good,1,5.0
2044,Muhammad,Sabir,Information Science,poor,10,2.2
2045,Ehap,Sabri,Operations Management,good,1,5.0
2046,Silvia,Saccon,Mathematics,poor,19,1.5
2047,Arlene,Sachs,Philosophy,good,12,3.8
2048,Arlene,Sachs,Psychology,good,1,4.5
2049,Eva,Sadat,Biology,good,6,4.5
2050,Sepehr,Sadeh,Engineering,zero,0,N/A
2051,Gil,Sadka,Accounting,good,15,4.4
2052,Farshad,Sadri,Philosophy,good,5,4.6
2053,Kashif,Saeed,Information Science,good,44,4.2
2054,Neda,Saeedloei,Computer Science,poor,4,1.8
2055,Ghazal,Saeidfar,Rhetoric,poor,1,2.0
2056,Michael,Saenz,Communication,good,5,4.6
2057,Stacey,Said,Business Communications,good,2,5.0
2058,Danish,Saifee,Management,average,8,2.6
2059,Reza,Sajjadi,Operations Management,poor,6,1.3
2060,Andrew,Scott,Arts  Technology,good,4,3.5
2061,Tony,Seagroves,Political Science,zero,0,N/A
2062,Kendra,Seaman,Behavioral Sciences,poor,10,1.7
2063,Elizabeth,Searing,Public Policy,poor,1,1.0
2064,Carl,Sechen,Engineering,good,29,4.2
2065,Raj,Seekri,Mathematics,good,21,3.9
2066,Michael,Seeligson,Economics,good,4,4.7
2067,Sherri,Segovia,Arts  Technology,average,1,3.0
2068,Steven,Seida,Computer Science,average,2,3.0
2069,William,Semper,Computer Science,good,21,4.7
2070,Karl,Sen Gupta,Rhetoric,zero,0,N/A
2071,Suchithra,Senevirathne,Chemistry,good,2,4.2
2072,Karl,Sengupta,Humanities,good,19,4.8
2073,Robert,Serfling,Mathematics,poor,22,2.3
2074,Awanti,Sethi,Operations Management,good,1,5.0
2075,Avanti,Sethi,Business,good,204,3.5
2076,Awanti,Sethi,International Business,good,1,4.0
2077,Edwin,Sha,Computer Science,good,8,4.4
2078,Shailesh,Shah,Chemistry,good,26,5.0
2079,Gaurav,Shah,Arts amp Humanities,zero,0,N/A
2080,Jainan,Sankalia,Arts & Technology,good,2,4.8
2081,Sailakshmi,Santhanakrishnan,Business,good,1,4.0
2082,Sailakshmi,Santhanakrishnan,Information Science,good,1,4.0
2083,Lauren,Santoro,Political Science,average,28,3.4
2084,John,Santrock,Psychology,average,65,3.1
2085,Sadeh,Sapehr,Engineering,zero,0,N/A
2086,Ilya,Sapozhnikov,Science,average,95,2.6
2087,Mohammad,Saquib,Engineering,good,36,4.2
2088,Kamil,Sarac,Computer Science,good,21,4.1
2089,Subha,Sarcar,Biology,average,31,2.5
2090,Alessio,Saretto,Finance,average,8,3.3
2091,Sumit,Sarkar,Information Science,poor,14,2.5
2092,Noah,Sasson,Psychology,good,65,4.7
2093,Meghana,Satpute,Computer Science,average,30,2.6
2094,Steve,Sauerwald,Business,good,7,5.0
2095,Alan,Sauter,Mathematics,good,10,4.6
2096,Carroll Clayton,Savant,English,good,6,4.5
2097,Ryan,Savard,Health Science,good,10,4.1
2098,Jeff,Savitz,Marketing,good,4,4.0
2099,Michael,Savoie,Business,good,30,4.7
2100,Deborah,Scally,Arts & Humanities,poor,11,2.1
2101,Shannon,Schaffer,Rhetoric,zero,0,N/A
2102,Guido,Schauer,Psychology,good,3,4.8
2103,Maximilian,Schich,Art History,good,6,4.2
2104,Eric,Schlereth,History,good,21,4.3
2105,Maribeth (Betsy),Schlobohm,Computer Science,good,31,3.7
2106,Polly,Schlosser,Undergraduate Studies,zero,0,N/A
2107,David,Schmidtke,Engineering,good,2,4.5
2108,Rainer,Schulte,Humanities,good,14,3.6
2109,Jeffrey,Schulze,History,good,143,3.7
2110,Gayle,Schwark,Psychology,good,29,4.6
2111,Haim,Schweitzer,Computer Science,average,23,3.0
2112,Richard,Scotch,Sociology,good,14,4.2
2113,William,Scott,Mathematics,good,62,4.4
2114,James,Scott,Business,average,3,3.0
2115,James,Scott,Undergraduate Studies,good,6,4.5
2116,James,Scott,Information Science,poor,2,2.0
2117,Andrew,Scott,Arts  Technology,good,4,3.5
2118,Tony,Seagroves,Political Science,zero,0,N/A
2119,Kendra,Seaman,Behavioral Sciences,poor,10,1.7
2120,Andrea,Simpson,Sociology,good,1,3.5
2121,Carrie,Simpson,Education,poor,6,2.2
2122,Gene,Sims,Business,good,2,5.0
2123,Dave,Sims,Computer Science,poor,17,2.3
2124,Ahmet,Simsek,Business,good,17,3.5
2125,Ahmet Simsek,Simsek,Operations Management,zero,0,N/A
2126,Robin,Sinckler,Rhetoric,poor,21,1.5
2127,Harpreet,Singh,Information Science,good,27,4.1
2128,Pardeep,Singla,Business,good,4,4.0
2129,Kirti,Sinha,Accounting,good,8,4.3
2130,Kevin,Siqueira,Economics,average,22,3.4
2131,Shashank,Sirsi,Engineering,good,4,5.0
2132,Shashank,Sirsi,Biology,zero,0,N/A
2133,Berrak,Sisman,Electrical Engineering,zero,0,N/A
2134,Sheryl,Skaggs,Sociology,good,12,4.8
2135,Bradley,Skiles,Communication,good,3,4.7
2136,Neal,Skinner,Electrical Engineering,average,2,3.0
2137,Agnieszka,Skuza,Operations Management,poor,5,2.2
2138,Ryan,Slattery,Interdisciplinary Studies,zero,0,N/A
2139,Kelly,Slaughter,Business,good,10,4.0
2140,Adrian,Soncodi,Computer Science,average,28,2.5
2141,Qiongxia,Song,Mathematics,poor,8,2.4
2142,Dongye,Song,Accounting,good,2,3.5
